InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,Season,BasePrice,CompetitorPrice,PriceChangeFreq,PriceStdDev,PriceRange,DemandIndicator,NumRivals,PriceSyncScore,ReactivePricingFlag,SearchDuration,PurchaseDelay,NumSearches,ADPExposure,DidPurchase,MitigationApplied,PriceMatchingFlag,VolatilityScore,TrustScore,CollusionFlag
INV500110,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,26,2010-12-28 13:20,2.8,C16293,United Kingdom,kitchen,winter,2.1,2.65,8,0.208,0.855,1.532,3,0.566,0,7.2,4.9,1,1,1,0,0,0.3899,1.917,1
INV500111,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-10-28 14:02,2.89,C14515,United Kingdom,kitchen,autumn,2.1,3.78,2,0.755,3.966,1.455,8,0.376,0,7.1,0.7,3,12,1,0,0,0.4245,1.4476,0
INV500112,22111,SCOTTIE DOG HOT WATER BOTTLE,5,2010-11-24 11:17,5.89,C17649,United Kingdom,clothing,autumn,4.65,6.02,3,0.572,3.059,1.398,3,0.331,1,20.6,3.2,4,7,0,1,0,0.3848,2.3098,0
INV500113,23084,RABBIT NIGHT LIGHT,3,2009-12-24 16:53,1.6,C18431,United Kingdom,home_decor,winter,1.65,1.81,1,0.499,2.449,0.971,8,0.295,0,3.8,1.2,1,22,1,0,1,0.3037,2.1519,0
INV500114,22960,JAM MAKING SET WITH JARS,2,2011-10-24 13:55,5.44,C13109,United Kingdom,kitchen,autumn,4.25,5.32,1,1.083,2.885,1.485,3,0.345,1,18.4,0.6,3,10,0,0,0,0.4389,1.246,1
INV500115,21928,JUMBO STORAGE BAG SUKI,3,2011-10-06 14:41,3.0,C15793,United Kingdom,bags,autumn,2.08,2.89,4,0.224,1.097,1.299,6,0.168,1,4.7,1.2,2,6,1,0,1,0.4179,2.3917,1
INV500116,47566,PARTY BUNTING,17,2010-04-26 13:20,4.66,C17988,Netherlands,seasonal,spring,4.95,5.52,4,0.848,4.246,0.654,6,0.324,0,7.6,0.8,2,9,0,1,0,0.3916,2.3172,1
INV500117,22197,POPCORN HOLDER,4,2010-06-23 12:20,1.04,C15845,United Kingdom,kitchen,summer,0.85,1.34,5,0.141,0.392,1.302,6,0.085,0,16.5,3.3,8,25,1,0,0,0.4805,1.5306,1
INV500118,22383,LUNCH BAG SUKI DESIGN,6,2011-12-06 15:26,2.54,C13764,Spain,bags,winter,1.65,2.75,11,0.331,1.385,1.704,4,0.282,0,12.7,1.3,2,2,1,1,0,0.5603,1.4435,1
INV500119,23084,RABBIT NIGHT LIGHT,1,2010-12-27 14:25,2.08,C14026,United Kingdom,home_decor,winter,1.65,1.89,2,0.431,1.12,1.379,4,0.287,0,9.4,0.5,4,7,0,0,0,0.3458,1.3847,0
INV500120,47566,PARTY BUNTING,10,2010-09-29 10:07,4.88,C13535,United Kingdom,seasonal,autumn,4.95,5.48,3,0.471,1.918,0.997,6,0.28,0,4.9,0.2,1,21,1,0,0,0.4279,2.7643,1
INV500121,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,6,2011-07-06 15:18,2.73,C15740,United Kingdom,kitchen,summer,2.1,2.71,2,0.404,1.415,0.94,6,0.079,1,,0.6,2,5,0,0,0,0.4222,2.0133,0
INV500122,23170,CERAMIC BOWL WITH POLKADOT DESIGN,3,2010-12-12 12:23,5.2,C12994,United Kingdom,kitchen,winter,3.75,4.96,6,1.077,5.599,1.863,5,0.174,0,22.0,1.4,3,25,1,0,0,0.4704,1.6969,1
INV500123,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-10-19 09:10,8.35,C16723,United Kingdom,toys,autumn,7.65,7.95,2,0.711,2.409,1.021,2,0.532,1,4.6,1.1,1,4,0,0,0,0.3562,2.3931,1
INV500124,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-04-17 14:13,2.48,C16521,United Kingdom,home_decor,spring,2.75,2.65,1,0.147,0.468,0.799,2,0.503,0,3.6,0.1,1,14,0,0,0,0.2129,3.1032,1
INV500125,22384,LUNCH BAG PINK POLKADOT,1,2011-09-05 13:12,1.91,C13425,United Kingdom,bags,autumn,1.65,1.93,3,0.599,2.23,0.874,2,0.548,1,7.7,0.2,1,10,1,0,1,0.521,1.7391,0
INV500126,23084,RABBIT NIGHT LIGHT,1,2011-05-29 12:09,1.82,C16687,United Kingdom,home_decor,spring,1.65,1.79,1,0.325,1.235,0.852,2,0.512,1,3.5,1.2,1,24,1,0,1,0.4059,2.8158,1
INV500127,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2010-05-27 10:25,3.99,C12877,United Kingdom,clothing,spring,4.65,4.37,3,0.873,4.109,0.81,5,0.492,0,8.7,0.7,3,7,0,0,1,0.3633,1.6223,0
INV500128,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-03-14 08:17,2.14,C17255,United Kingdom,kitchen,spring,2.1,2.02,1,0.14,0.739,0.789,3,0.137,0,4.2,0.6,1,24,1,0,0,0.2157,3.0963,1
INV500129,22384,LUNCH BAG PINK POLKADOT,5,2010-05-07 10:58,1.44,C12655,United Kingdom,bags,spring,1.65,1.57,1,0.25,1.007,0.694,3,0.44,0,3.8,0.3,2,7,1,0,0,0.3897,1.9684,0
INV500130,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-12-01 13:10,4.41,C14396,United Kingdom,home_decor,winter,2.55,4.14,6,0.442,2.096,2.19,5,0.56,1,3.9,2.8,3,19,0,0,0,0.388,1.395,0
INV500131,47566,PARTY BUNTING,2,2010-09-05 11:29,5.56,C12288,United Kingdom,seasonal,autumn,4.95,7.24,1,0.317,1.266,0.805,7,0.341,0,13.6,0.7,7,12,1,0,0,0.2625,1.5558,0
INV500132,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-09-21 13:36,4.67,C17939,United Kingdom,clothing,autumn,4.65,3.83,2,0.938,4.82,0.956,7,0.635,0,3.7,0.1,1,26,1,0,1,0.4195,2.1725,0
INV500133,22111,SCOTTIE DOG HOT WATER BOTTLE,12,2010-03-28 14:14,5.19,C12106,United Kingdom,clothing,spring,4.65,6.57,1,1.281,4.964,1.005,6,0.039,0,3.8,3.0,3,10,1,0,1,0.3506,2.0805,0
INV500134,20727,LUNCH BAG BLACK SKULL,1,2011-03-17 15:22,1.83,C17987,United Kingdom,bags,spring,1.65,1.76,1,0.524,2.838,0.853,7,0.249,1,3.1,0.1,3,16,0,0,0,0.3881,2.6403,0
INV500135,21928,JUMBO STORAGE BAG SUKI,14,2010-06-16 08:55,1.8,C16900,United Kingdom,bags,summer,2.08,1.58,2,0.169,0.869,0.866,7,0.538,0,10.0,1.2,1,11,0,0,0,0.2684,2.3707,0
INV500136,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2010-01-15 12:32,3.05,C12636,Netherlands,clothing,winter,3.39,3.17,2,0.777,2.101,0.821,8,0.175,1,1.4,0.6,1,13,1,0,0,0.2023,3.0106,1
INV500137,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3,2010-02-19 16:21,1.82,C18206,United Kingdom,kitchen,winter,2.1,1.92,2,0.482,1.956,0.944,5,0.312,0,4.7,1.7,6,3,1,0,0,0.3101,2.1072,0
INV500138,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-07-04 10:16,2.43,C14304,United Kingdom,home_decor,summer,2.75,2.52,0,0.602,2.307,0.798,5,0.607,1,7.7,2.3,6,12,0,0,0,0.2968,1.7328,1
INV500139,23084,RABBIT NIGHT LIGHT,8,2009-12-31 12:45,1.64,C17683,United Kingdom,home_decor,winter,1.65,1.61,8,0.197,0.618,1.103,2,0.305,1,2.9,0.8,4,19,1,0,0,0.3913,2.0194,0
INV500140,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2011-09-20 14:21,6.03,C16262,United Kingdom,clothing,autumn,4.65,,3,0.351,1.698,1.105,1,0.73,1,21.2,0.8,2,23,0,0,0,0.3668,1.7343,0
INV500141,22197,POPCORN HOLDER,6,2009-12-08 10:58,1.03,C16299,United Kingdom,kitchen,winter,0.85,1.01,4,0.237,1.19,1.486,2,0.468,1,11.6,0.8,1,19,1,0,0,0.3633,2.1692,0
INV500142,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-09-15 15:38,3.83,C13589,United Kingdom,clothing,autumn,3.39,3.49,2,0.819,2.225,1.019,6,0.351,0,3.2,0.6,2,11,1,0,0,0.536,2.6369,1
INV500143,47566,PARTY BUNTING,3,2010-08-16 12:14,5.51,C16722,United Kingdom,seasonal,summer,4.95,5.88,0,0.311,1.295,0.968,5,0.365,0,8.9,0.9,7,15,1,0,0,0.3779,1.6136,1
INV500144,22384,LUNCH BAG PINK POLKADOT,11,2010-05-28 12:40,1.81,C13278,United Kingdom,bags,spring,1.65,1.58,2,0.123,0.52,0.925,6,0.189,0,6.3,0.5,2,15,1,0,0,0.2423,3.1713,0
INV500145,23170,CERAMIC BOWL WITH POLKADOT DESIGN,1,2010-10-04 10:27,4.05,C17558,United Kingdom,kitchen,autumn,3.75,3.61,3,0.438,1.169,1.118,7,0.427,0,6.6,0.2,2,4,1,1,0,0.4069,1.9794,1
INV500146,85099B,JUMBO BAG RED RETROSPOT,23,2011-11-17 13:50,2.43,C13926,United Kingdom,bags,autumn,2.08,2.38,4,0.501,1.857,1.451,8,0.231,1,8.0,5.4,3,4,1,0,0,0.4968,1.7483,0
INV500147,22960,JAM MAKING SET WITH JARS,16,2011-05-17 15:41,5.32,C13362,United Kingdom,kitchen,spring,4.25,5.78,4,0.844,3.74,0.899,7,0.453,0,2.4,0.3,1,15,0,1,0,0.4086,2.6569,0
INV500148,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2010-10-07 13:01,2.23,C12549,United Kingdom,home_decor,autumn,1.69,2.3,3,0.552,2.867,1.111,4,0.27,1,4.0,0.5,1,20,1,0,0,0.4341,1.5896,0
INV500149,47566,PARTY BUNTING,19,2010-06-14 11:49,5.32,C15537,United Kingdom,seasonal,summer,4.95,5.45,4,0.66,3.24,0.803,5,0.315,1,6.3,4.4,1,11,1,0,0,0.4892,1.6376,0
INV500150,47566,PARTY BUNTING,1,2010-04-15 10:24,4.82,C15092,Spain,seasonal,spring,4.95,4.74,1,0.427,1.984,0.772,1,0.409,1,6.3,0.4,3,15,1,0,1,0.365,3.0603,1
INV500151,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2010-03-25 11:35,1.65,C17364,United Kingdom,home_decor,spring,1.69,1.57,2,0.32,1.078,0.881,2,0.503,1,5.5,1.3,2,20,1,0,0,0.3265,2.3873,1
INV500152,22384,LUNCH BAG PINK POLKADOT,24,2011-10-22 10:09,2.09,C15130,Spain,bags,autumn,1.65,1.27,0,0.512,1.446,1.243,7,0.106,0,3.7,1.5,2,3,1,0,0,0.4623,1.691,0
INV500153,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-02-18 08:59,4.01,C17935,United Kingdom,home_decor,winter,4.25,4.12,0,0.49,1.728,0.602,4,0.267,1,2.9,0.6,3,6,1,0,0,0.1588,2.5953,1
INV500154,23170,CERAMIC BOWL WITH POLKADOT DESIGN,38,2011-06-23 15:30,4.31,C15955,United Kingdom,kitchen,summer,3.75,4.16,1,0.381,1.648,0.843,1,0.457,1,7.1,3.7,3,30,1,1,0,0.3157,2.494,0
INV500155,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,7,2010-04-25 16:59,1.89,C18454,United Kingdom,kitchen,spring,2.1,1.87,4,0.628,2.486,0.962,5,0.408,1,2.2,2.0,1,6,0,0,0,0.3793,2.4711,0
INV500156,85099B,JUMBO BAG RED RETROSPOT,4,2011-03-11 12:29,1.99,C14470,United Kingdom,bags,spring,2.08,2.0,4,0.404,2.169,0.685,3,0.227,1,3.2,1.1,2,17,1,0,0,0.4233,2.8634,0
INV500157,22633,HAND WARMER UNION JACK,5,2010-01-20 13:12,1.58,C14304,United Kingdom,clothing,winter,1.85,1.16,1,0.191,0.852,0.838,4,0.01,0,5.9,0.6,2,11,1,0,1,0.2731,3.3885,1
INV500158,85099B,JUMBO BAG RED RETROSPOT,4,2011-10-07 13:43,2.45,C12756,France,bags,autumn,2.08,,6,0.358,1.935,1.156,1,0.636,1,10.4,0.8,4,24,0,1,0,0.4443,1.1197,0
INV500159,22633,HAND WARMER UNION JACK,37,2009-12-07 11:15,2.21,C14989,United Kingdom,clothing,winter,1.85,2.77,7,0.344,1.808,1.546,7,0.301,0,4.5,5.2,1,9,1,1,0,0.3835,1.7859,0
INV500160,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2009-12-30 10:43,2.36,C16791,United Kingdom,kitchen,winter,2.1,2.57,7,0.554,2.353,1.436,5,0.225,0,10.7,1.0,8,20,0,0,0,0.3844,1.8933,0
INV500161,71053,WHITE METAL LANTERN,4,2010-01-04 16:18,3.37,C14290,United Kingdom,home_decor,winter,3.39,3.4,0,0.318,1.272,0.825,7,,1,18.2,0.9,4,23,1,0,0,0.179,2.3421,0
INV500162,22960,JAM MAKING SET WITH JARS,9,2011-04-23 11:47,5.23,C12798,United Kingdom,kitchen,spring,4.25,6.11,1,1.175,3.826,0.817,8,0.17,0,7.0,1.9,1,36,1,0,0,0.3251,2.1361,0
INV500163,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,5,2010-07-23 14:00,1.77,C15118,United Kingdom,kitchen,summer,2.1,2.13,1,0.271,1.305,0.68,7,0.45,0,,1.5,5,7,1,0,1,0.3492,1.5427,1
INV500164,22960,JAM MAKING SET WITH JARS,14,2010-09-15 11:19,4.35,C17539,United Kingdom,kitchen,autumn,4.25,5.01,1,0.633,2.362,0.828,8,0.082,0,7.6,2.0,2,19,1,0,0,0.283,2.7461,0
INV500165,22086,PAPER CHAIN KIT 50S CHRISTMAS,1,2011-05-10 14:07,3.52,C18050,United Kingdom,seasonal,spring,2.95,3.42,1,0.463,1.676,1.112,7,0.67,1,12.0,1.8,2,16,1,0,0,0.4539,2.236,1
INV500166,71053,WHITE METAL LANTERN,12,2010-11-25 09:05,4.59,C16199,United Kingdom,home_decor,autumn,3.39,4.61,3,0.307,1.67,1.507,1,0.386,1,23.3,0.6,8,2,0,0,0,0.434,1.0,0
INV500167,23084,RABBIT NIGHT LIGHT,1,2011-10-09 11:22,2.46,C15932,United Kingdom,home_decor,autumn,1.65,2.11,6,0.525,2.396,1.386,7,0.335,0,6.0,2.8,5,8,0,0,1,0.4871,1.0393,1
INV500168,47566,PARTY BUNTING,14,2010-10-13 12:44,5.88,C16617,Switzerland,seasonal,autumn,4.95,5.56,1,0.818,3.447,1.298,2,0.354,0,4.8,0.5,1,7,1,0,0,0.3332,2.7519,1
INV500169,22423,REGENCY CAKESTAND 3 TIER,7,2010-07-15 13:57,14.53,C12376,United Kingdom,kitchen,summer,12.75,14.69,0,2.234,11.69,0.737,2,0.223,1,4.3,0.8,3,2,0,0,0,0.3157,2.376,0
INV500170,22086,PAPER CHAIN KIT 50S CHRISTMAS,1,2010-10-04 11:27,3.64,C13308,United Kingdom,seasonal,autumn,2.95,3.77,5,0.606,2.503,1.378,2,0.345,1,,1.0,6,3,1,1,0,0.5452,1.6421,0
INV500171,21212,PACK OF 72 RETROSPOT CAKE CASES,8,2010-02-27 14:03,2.43,C12521,United Kingdom,kitchen,winter,2.1,1.5,3,0.408,1.995,0.968,7,0.3,0,11.7,2.3,6,16,1,1,0,0.3521,2.2493,0
INV500172,22111,SCOTTIE DOG HOT WATER BOTTLE,5,2011-04-08 15:59,5.02,C15815,United Kingdom,clothing,spring,4.65,5.31,1,1.323,3.822,0.816,6,0.85,0,10.2,1.0,5,7,0,0,1,0.4866,1.6199,1
INV500173,85099B,JUMBO BAG RED RETROSPOT,28,2011-04-16 15:05,2.17,C12303,United Kingdom,bags,spring,2.08,2.04,1,0.283,1.005,0.913,6,0.058,0,8.8,6.8,2,20,1,0,0,0.3278,2.2108,0
INV500174,23298,SPOTTY BUNTING,8,2010-04-16 14:25,5.38,C12056,United Kingdom,seasonal,spring,4.95,,3,1.21,3.71,0.928,1,0.466,1,2.5,1.9,2,4,1,0,0,0.4815,2.6611,0
INV500175,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-08-06 14:53,4.19,C13111,United Kingdom,home_decor,summer,4.25,3.51,1,0.846,2.62,0.78,3,0.377,0,4.7,1.1,2,12,1,0,1,0.2575,2.3795,1
INV500176,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-05-30 10:56,2.26,C17210,United Kingdom,kitchen,spring,2.1,2.08,3,0.521,2.064,0.992,7,0.016,0,3.0,0.4,1,23,1,1,1,0.2718,2.9899,0
INV500177,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-07-17 16:45,3.97,C14212,EIRE,clothing,summer,3.39,4.59,3,0.937,3.831,1.032,4,0.517,0,4.9,0.6,1,17,0,0,0,0.5376,1.3278,1
INV500178,22423,REGENCY CAKESTAND 3 TIER,10,2010-06-06 10:22,14.4,C12530,United Kingdom,kitchen,summer,12.75,16.11,4,2.651,8.606,0.88,5,0.368,0,5.7,0.4,1,18,1,1,0,0.1882,2.6472,1
INV500179,22197,POPCORN HOLDER,12,2010-07-25 10:29,0.93,C14877,United Kingdom,kitchen,summer,0.85,0.95,3,0.206,0.667,1.015,6,0.243,1,10.3,0.7,3,15,1,1,0,0.3458,2.7163,1
INV500180,71053,WHITE METAL LANTERN,5,2011-10-15 12:01,5.1,C12774,United Kingdom,home_decor,autumn,3.39,6.52,5,1.062,4.44,1.436,4,0.33,0,7.6,2.7,2,13,1,0,1,0.4331,1.7505,0
INV500181,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-02-04 14:20,2.61,C14738,United Kingdom,kitchen,winter,2.1,2.61,6,0.251,1.115,0.88,1,0.187,1,16.0,3.6,4,15,1,0,0,0.4081,1.7958,0
INV500182,23298,SPOTTY BUNTING,10,2010-08-02 11:41,5.18,C13896,France,seasonal,summer,4.95,5.04,3,0.362,1.6,1.062,3,0.357,1,,0.5,1,10,1,1,0,0.399,2.7544,0
INV500183,22632,HAND WARMER RED POLKA DOT,1,2011-05-26 13:59,2.09,C13284,United Kingdom,clothing,spring,1.85,1.89,2,0.251,1.126,0.911,6,,0,4.3,0.7,6,20,0,1,0,0.3856,2.1194,1
INV500184,22457,NATURAL SLATE HEART CHALKBOARD,9,2010-02-09 15:25,0.96,C13445,United Kingdom,home_decor,winter,1.06,0.92,4,0.17,0.526,0.805,5,0.502,1,12.9,1.2,6,11,0,1,0,0.3808,1.9784,0
INV500185,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-06-22 08:15,9.99,C15039,United Kingdom,toys,summer,7.65,10.36,1,1.646,7.26,0.798,2,0.34,1,11.7,1.2,5,13,1,1,0,0.523,1.6823,1
INV500186,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2011-02-18 14:40,2.18,C13865,United Kingdom,home_decor,winter,1.69,2.35,2,0.501,2.654,0.987,7,0.454,0,14.3,0.9,6,12,0,0,0,0.3879,1.6707,0
INV500187,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2009-12-21 16:09,5.04,C17767,France,clothing,winter,4.65,4.53,6,0.351,1.848,1.249,8,0.322,0,19.4,3.0,7,11,1,0,0,0.3389,1.4832,0
INV500188,23298,SPOTTY BUNTING,4,2009-12-24 12:13,5.87,C18419,United Kingdom,seasonal,winter,4.95,5.5,6,0.913,3.945,1.789,4,,0,7.1,1.4,2,13,0,0,1,0.5302,2.5336,0
INV500189,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-02-11 15:04,4.58,C14908,United Kingdom,home_decor,winter,4.25,4.46,0,1.214,4.554,0.763,5,0.347,1,5.4,0.1,1,7,1,0,0,0.3618,3.056,0
INV500190,23298,SPOTTY BUNTING,8,2010-11-26 10:20,6.49,C15606,United Kingdom,seasonal,autumn,4.95,6.54,14,1.257,4.242,1.929,4,0.209,1,8.6,1.8,2,39,1,0,1,0.5609,2.298,1
INV500191,71053,WHITE METAL LANTERN,3,2011-04-12 11:23,4.06,C13385,Germany,home_decor,spring,3.39,4.76,2,0.664,2.453,0.915,6,0.802,0,18.7,3.1,6,13,0,1,0,0.379,1.4485,0
INV500192,22384,LUNCH BAG PINK POLKADOT,2,2011-04-25 10:05,2.14,C13617,United Kingdom,bags,spring,1.65,2.1,3,0.484,1.579,1.328,3,0.654,1,6.0,2.1,3,6,0,0,1,0.4321,1.0529,0
INV500193,47566,PARTY BUNTING,6,2010-09-17 15:32,5.08,C15465,United Kingdom,seasonal,autumn,4.95,4.48,2,0.602,2.942,1.164,4,0.341,0,4.2,0.8,1,6,0,0,0,0.4083,2.7053,0
INV500194,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-09-06 10:44,3.57,C14138,United Kingdom,clothing,autumn,3.39,3.25,4,0.963,2.849,0.91,2,0.435,0,2.0,1.1,5,10,1,0,0,0.4196,1.8307,0
INV500195,47566,PARTY BUNTING,5,2010-10-06 12:16,5.23,C14834,United Kingdom,seasonal,autumn,4.95,4.98,2,1.387,5.688,1.028,3,0.223,1,3.9,2.1,1,6,1,0,0,0.4433,2.3622,0
INV500196,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2010-06-21 10:29,3.94,C17108,United Kingdom,clothing,summer,3.39,3.99,3,0.691,2.721,1.018,2,0.502,1,3.9,2.4,3,16,0,1,0,0.4066,2.2586,0
INV500197,22752,SET 7 BABUSHKA NESTING BOXES,7,2011-08-02 11:20,9.64,C16650,Netherlands,toys,summer,7.65,9.27,1,2.487,9.813,0.864,7,0.518,1,,0.5,1,6,1,0,0,0.4663,2.4614,0
INV500198,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-04-20 11:21,4.11,C13197,United Kingdom,home_decor,spring,4.25,3.95,4,0.96,4.976,0.756,2,0.555,1,10.8,1.0,4,32,0,1,1,0.4494,2.0536,1
INV500199,22197,POPCORN HOLDER,14,2011-02-02 14:59,0.88,C13897,United Kingdom,kitchen,winter,0.85,1.02,1,0.089,0.485,0.81,5,0.217,0,8.5,0.4,3,10,1,0,0,0.2923,2.0796,0
INV500200,22457,NATURAL SLATE HEART CHALKBOARD,42,2011-01-11 13:24,1.11,C18130,United Kingdom,home_decor,winter,1.06,1.13,4,0.065,0.246,0.843,8,0.229,1,4.1,6.8,1,28,1,0,0,0.3729,2.2388,1
INV500201,22114,HOT WATER BOTTLE TEA AND SYMPATHY,7,2011-09-04 11:10,5.64,C14857,United Kingdom,clothing,autumn,4.65,5.96,2,0.766,2.854,1.042,2,0.406,0,6.0,2.3,3,9,0,0,0,0.3947,1.7005,0
INV500202,22086,PAPER CHAIN KIT 50S CHRISTMAS,11,2011-09-07 13:51,3.56,C13650,United Kingdom,seasonal,autumn,2.95,3.42,0,0.63,2.284,0.883,2,0.551,1,14.4,3.1,3,4,1,0,1,0.5206,1.0089,1
INV500203,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2010-05-07 13:50,4.51,C14795,United Kingdom,clothing,spring,4.65,4.82,2,1.038,5.489,0.907,8,0.528,0,2.6,0.8,1,32,0,1,0,0.3335,2.7458,1
INV500204,23084,RABBIT NIGHT LIGHT,1,2010-03-16 12:44,1.65,C18474,United Kingdom,home_decor,spring,1.65,1.67,3,0.165,0.429,0.968,3,0.517,1,4.7,0.8,3,1,0,0,0,0.3297,2.3339,1
INV500205,23298,SPOTTY BUNTING,5,2010-02-07 14:50,4.97,C15336,United Kingdom,seasonal,winter,4.95,5.12,2,1.002,3.451,0.861,8,0.347,1,14.1,3.6,6,14,0,0,1,0.3081,2.0308,1
INV500206,22960,JAM MAKING SET WITH JARS,6,2011-03-13 09:37,4.14,C17239,France,kitchen,spring,4.25,3.99,1,0.275,0.798,0.873,5,0.471,1,9.2,0.6,1,7,1,0,0,0.2995,2.3276,1
INV500207,22960,JAM MAKING SET WITH JARS,2,2011-01-23 11:45,4.45,C16076,United Kingdom,kitchen,winter,4.25,4.5,3,0.893,4.799,0.772,2,0.365,1,3.6,1.0,6,19,0,1,0,0.4101,1.7864,0
INV500208,22752,SET 7 BABUSHKA NESTING BOXES,5,2009-12-06 11:20,8.22,C16105,United Kingdom,toys,winter,7.65,8.36,2,1.551,5.589,1.511,1,0.548,1,2.2,0.9,2,10,1,0,0,0.3961,3.0349,0
INV500209,21928,JUMBO STORAGE BAG SUKI,4,2009-12-08 11:18,2.77,C15741,Germany,bags,winter,2.08,2.98,5,0.307,1.326,1.84,7,0.184,0,12.4,3.0,3,19,1,0,0,0.3883,1.6638,0
INV500210,23170,CERAMIC BOWL WITH POLKADOT DESIGN,21,2010-09-27 10:46,4.01,C17759,United Kingdom,kitchen,autumn,3.75,3.89,2,1.201,4.257,0.796,4,0.497,1,,0.3,2,15,0,0,0,0.4243,1.8239,0
INV500211,20727,LUNCH BAG BLACK SKULL,4,2011-09-23 15:01,1.77,C14928,United Kingdom,bags,autumn,1.65,1.5,2,0.127,0.681,0.968,6,0.389,0,9.4,2.4,4,6,1,0,1,0.3932,2.2837,0
INV500212,21928,JUMBO STORAGE BAG SUKI,9,2011-05-12 15:19,2.34,C14330,France,bags,spring,2.08,2.05,2,0.201,0.974,0.919,6,0.455,0,5.2,0.7,2,9,0,0,0,0.295,2.5927,0
INV500213,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,2010-03-19 15:38,4.69,C18115,United Kingdom,clothing,spring,4.65,5.23,1,0.743,2.02,0.956,1,0.499,0,16.8,1.2,4,12,1,0,0,0.3969,2.3447,0
INV500214,23298,SPOTTY BUNTING,1,2010-02-17 15:28,4.71,C15158,United Kingdom,seasonal,winter,4.95,4.17,1,0.961,3.323,0.765,4,0.154,0,2.0,0.4,1,19,1,0,0,0.3831,2.7028,0
INV500215,22114,HOT WATER BOTTLE TEA AND SYMPATHY,55,2010-04-30 16:20,6.06,C16988,United Kingdom,clothing,spring,4.65,5.94,5,0.659,2.31,1.296,1,0.478,1,3.8,2.7,3,28,1,0,1,0.3754,2.2341,0
INV500216,47566,PARTY BUNTING,11,2010-06-14 12:48,5.6,C17302,United Kingdom,seasonal,summer,4.95,4.32,2,0.709,2.034,0.964,7,0.132,0,8.1,3.1,1,13,0,0,0,0.3452,2.2229,0
INV500217,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2010-03-26 13:10,3.23,C15766,Germany,clothing,spring,3.39,3.0,2,0.323,0.84,0.808,3,0.463,0,,0.5,1,5,0,0,0,0.3197,2.2631,0
INV500218,23170,CERAMIC BOWL WITH POLKADOT DESIGN,2,2010-10-09 11:45,4.72,C16559,United Kingdom,kitchen,autumn,3.75,4.6,5,0.524,2.404,1.236,7,0.129,1,3.8,0.4,2,15,1,0,0,0.3515,1.8488,0
INV500219,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2011-04-22 12:55,2.18,C14829,United Kingdom,kitchen,spring,2.1,,2,0.198,1.009,0.932,1,0.839,1,2.5,0.8,1,27,1,0,0,0.5355,2.8333,0
INV500220,20725,LUNCH BAG RED RETROSPOT,3,2010-01-20 13:24,1.6,C17264,United Kingdom,bags,winter,1.65,1.54,1,0.313,1.588,0.831,2,0.16,1,12.6,0.4,2,7,1,0,1,0.2331,2.3236,1
INV500221,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2010-03-22 12:26,3.39,C15158,United Kingdom,clothing,spring,3.39,3.36,3,0.694,3.356,0.819,8,0.147,1,3.4,0.7,1,12,1,1,1,0.404,3.0426,0
INV500222,85099B,JUMBO BAG RED RETROSPOT,2,2010-04-07 13:16,2.16,C14568,United Kingdom,bags,spring,2.08,1.97,2,0.54,1.74,0.868,2,0.251,0,8.9,0.9,6,13,0,1,0,0.2968,1.7969,0
